D1,D2,D3,D4,D5,D6,D7,D8
3.0000,3.0013,3.5045,3.7387,3.8949,3.9320,4.4536,4.5871
3.0000,4.1837,5.2133,6.3408,7.1369,8.1065,9.0784,9.8973
3.0000,3.9065,4.9540,5.8227,7.2051,8.1806,9.1068,10.1492
3.0000,3.4074,3.6273,3.6273,3.7917,3.9194,4.2805,4.5240
3.0000,3.4424,3.8213,3.9476,3.9476,4.3006,4.6249,4.6249
3.0000,4.0683,4.7753,5.7128,6.2753,6.9919,7.2766,7.8744
3.0000,3.4901,3.5990,3.8939,4.1821,4.3434,4.3434,4.6166
3.0000,3.4104,3.8777,4.0836,4.1896,4.5221,4.5221,4.8077
3.0000,3.8441,5.0276,6.1300,7.1168,7.8286,8.6289,9.7688
3.0000,3.1648,3.4286,3.5408,3.6440,3.7249,3.8227,3.8718
3.0000,3.0000,3.2165,3.3009,3.5841,3.7432,3.8782,4.1651
3.0000,3.0719,3.4141,3.6798,4.0921,4.2915,4.5088,4.7511
3.0000,3.4651,3.7357,3.8360,4.1201,4.3129,4.5167,4.6262
3.0000,3.2426,3.2426,3.2426,3.2426,3.3489,3.4653,3.6609
3.0000,3.3060,3.4964,3.9069,3.9069,4.0902,4.3425,4.5723
3.0000,4.1498,5.3216,5.9428,6.5640,6.9991,7.8668,9.1693
3.0000,3.1538,3.4363,3.6613,3.7949,4.1627,4.1627,4.2239
3.0000,3.1673,3.3043,3.4134,3.6615,3.9923,4.3593,4.5791
3.0000,3.9709,5.0018,6.1327,7.3520,8.2335,9.1871,10.0823
3.0000,3.2005,3.9166,4.1846,4.6725,5.2782,5.5491,6.0030
3.0000,3.0000,3.0547,3.2216,3.2216,3.2216,3.6125,3.7240
3.0000,4.2047,4.8571,5.3183,5.5920,5.9103,6.5097,6.8828
3.0000,3.2130,3.4041,3.4074,3.5344,3.5344,3.6602,3.8961
3.0000,3.1311,3.4337,3.6211,3.8889,4.1252,4.3845,4.4269
3.0000,3.2847,3.4745,3.4988,3.4988,3.4988,3.7724,4.1506
3.0000,3.6804,4.4898,5.8108,7.0803,8.1331,9.3973,10.5858
3.0000,3.2004,3.2140,3.5244,3.8693,4.0278,4.0278,4.1956
3.0000,3.2117,3.4292,3.7937,3.8705,4.4559,4.5282,4.7392
3.0000,3.3207,3.4798,3.8376,4.0181,4.3174,4.7051,5.3356
3.0000,3.9168,4.6764,4.7191,5.6876,6.3191,6.9059,7.6117
3.0000,3.3572,3.6659,3.9287,4.1112,4.4343,4.8200,5.1655
3.0000,3.0000,3.3666,3.5621,3.8151,3.8151,4.1247,4.4600
3.0000,3.0534,3.1734,3.3473,3.5072,3.9616,4.2240,4.3825
3.0000,3.2174,3.4384,3.6581,3.9000,4.3198,4.5613,5.0237
3.0000,3.8556,5.0300,6.3413,7.1777,8.2449,8.8972,10.0312
3.0000,3.4094,3.5425,3.8070,4.0733,4.1900,4.1900,4.1900
3.0000,3.8642,4.6808,5.7644,6.7351,7.6545,9.1467,10.1386
3.0000,3.1450,3.2265,3.4553,3.5850,3.8558,4.2741,4.5568
3.0000,3.2575,3.4719,3.7379,3.8333,3.9562,4.0973,4.1366
3.0000,4.0000,4.9178,6.1484,7.1052,8.3371,9.3886,10.5299
3.0000,3.1892,3.4134,3.5467,3.6064,3.7582,3.7582,3.7582
3.0000,3.9443,5.1617,6.2231,7.2770,8.5196,9.7320,11.0034
3.0000,3.2283,3.4036,3.7886,3.9539,3.9539,4.2670,4.2670
3.0000,3.3213,3.7011,3.9837,4.1929,4.2422,4.4333,4.6327
3.0000,4.1817,5.2425,6.2325,7.2604,8.4924,9.2918,10.2991
3.0000,3.6118,4.6845,5.6626,5.7124,6.8149,7.4954,7.7145
3.0000,3.7496,4.6849,4.7631,5.3336,6.0487,6.8883,7.9781
3.0000,3.1032,3.5175,3.7343,3.7699,3.8086,4.1021,4.2941
3.0000,3.7885,4.4361,5.2357,5.5734,6.3979,7.5742,8.1457
3.0000,3.6044,4.5657,5.3211,6.3765,6.8849,7.2056,8.0129
3.0000,3.0000,4.0676,5.0070,5.6325,6.3989,7.4030,7.7631
3.0000,4.0994,4.7608,5.3243,6.1797,6.9692,8.2266,8.9871
3.0000,3.9695,5.0949,5.8914,7.1235,8.0363,8.9608,9.8145
3.0000,3.1537,3.4429,3.4924,3.6538,3.8393,3.8393,3.9918
3.0000,3.1375,3.2991,3.5347,3.5347,3.8395,3.8472,3.9848
3.0000,3.2001,3.3284,3.3424,3.6280,3.9206,4.2679,4.5041
3.0000,3.3192,3.5871,3.7319,4.0438,4.0438,4.0438,4.1394
3.0000,3.1698,3.1995,3.7474,4.0334,4.1720,4.2367,4.3712
3.0000,3.0844,3.1200,3.1200,3.5521,4.0059,4.0479,4.1961
3.0000,3.1672,3.6826,3.7815,3.8965,4.3124,4.3124,4.8155
3.0000,3.2286,3.4371,3.4371,3.5024,3.6009,3.7271,3.9434
3.0000,4.0590,5.0178,6.0288,6.9643,7.9907,9.1774,10.0330
3.0000,3.3047,3.6446,3.7171,3.8364,4.0384,4.2059,4.4942
3.0000,3.0730,3.5122,3.9367,4.3182,4.5773,4.9581,4.9632
3.0000,4.0491,4.3782,5.4268,6.2353,6.9990,7.8162,8.4306
3.0000,3.3541,3.4031,3.5931,3.7114,3.7958,3.9674,4.1840
3.0000,3.1026,3.1870,3.1870,3.3718,3.4170,3.6620,3.6620
3.0000,3.2271,3.4391,3.7780,3.8578,4.0184,4.4164,4.6195
3.0000,4.3601,5.5058,6.7273,7.6478,8.6653,9.9495,11.1079
3.0000,3.3029,3.4578,3.7396,3.7828,4.0032,4.2085,4.3097
3.0000,3.3034,3.6026,4.1570,4.1955,4.3933,4.7842,4.9931
3.0000,4.0556,5.4560,6.5400,7.6303,8.2266,9.4218,10.5630
3.0000,3.1824,3.7842,3.9160,3.9160,4.1556,4.6069,5.0542
3.0000,3.1110,3.3575,3.6053,3.6954,3.8518,4.0050,4.1075
3.0000,3.1128,3.1278,3.6350,3.8460,4.0641,4.6377,4.6377
3.0000,3.6736,4.6338,5.2853,6.3312,7.0034,7.9688,8.4279
3.0000,4.0306,4.2728,4.8072,5.3606,5.9952,6.5032,7.3477
3.0000,3.1794,3.2405,3.3888,3.4277,3.4595,3.5265,3.7824
3.0000,3.1816,3.1816,3.5627,3.6621,3.8082,4.1885,4.2719
3.0000,3.6791,4.5862,4.9620,5.8401,6.7744,7.7419,8.1539
3.0000,3.3468,3.6020,3.7268,3.9467,4.2773,4.2808,4.5937
3.0000,3.4006,3.9532,4.2180,4.3073,4.3073,4.3704,4.4933
3.0000,3.2968,3.4584,3.5814,3.9793,4.0729,4.2959,4.4022
3.0000,3.0125,3.2980,3.7436,3.9729,4.5000,4.5969,4.7095
3.0000,3.3651,3.5426,3.6888,4.1643,4.3378,4.3378,4.5058
3.0000,4.1155,4.8496,6.0318,7.0360,7.9779,9.0911,10.3350
3.0000,3.1850,3.2946,3.5869,3.6161,3.7347,3.7347,4.0414
3.0000,3.1286,3.3429,3.5508,3.7046,3.7323,4.2173,4.2173
3.0000,3.0903,3.1742,3.3099,3.4463,3.7038,3.7702,4.2507
3.0000,4.0682,4.9727,6.2951,7.1428,8.0733,9.3204,10.2881
3.0000,3.1969,3.3080,3.5326,3.7816,3.9366,4.1101,4.4096
3.0000,3.3094,3.4199,3.6579,4.0333,4.3230,4.6061,4.8542
3.0000,3.9274,4.7218,4.9071,5.3487,5.6314,6.4475,7.1188
3.0000,3.3456,3.6238,4.0089,4.1864,4.5007,4.7361,4.8394
3.0000,3.0043,3.1395,3.3521,3.6476,3.7862,3.7862,4.1008
3.0000,3.0000,3.0003,3.1151,3.2003,3.3050,3.3588,3.6298
3.0000,3.7603,4.2178,4.8752,5.8583,6.3545,6.8566,7.9738
3.0000,4.2020,5.2429,5.8759,7.0478,7.7457,8.4402,9.3136
3.0000,4.1233,4.8918,5.7077,6.4074,7.6046,8.5877,9.4544
3.0000,3.2888,3.5336,3.5336,3.6758,3.8119,3.9164,4.2407
3.0000,3.2591,4.3543,4.4028,4.9078,5.1963,6.1701,7.5866
3.0000,3.1337,3.1337,3.5136,3.7608,3.9552,3.9552,4.4639
3.0000,3.2157,3.3114,3.3114,3.5638,3.7098,3.8949,4.1007
3.0000,3.6216,4.4562,5.2775,6.5046,7.2864,7.8406,7.9997
3.0000,3.1446,3.2500,3.3553,3.4499,3.6094,3.9764,3.9764
3.0000,3.3862,3.6553,3.8766,4.2817,4.6827,4.6827,4.9461
3.0000,3.1385,4.1408,5.2192,5.7949,6.3425,6.8579,7.1259
3.0000,3.1974,3.2901,3.7011,4.0279,4.0279,4.2202,4.2672
3.0000,3.6082,5.1124,6.0439,6.9133,7.5666,8.6569,9.7105
3.0000,3.2138,3.3773,3.5397,3.6966,3.7844,3.9982,4.2162
3.0000,3.3711,3.5745,3.8537,3.8537,4.0616,4.3930,4.4590
3.0000,3.0240,3.3057,3.3842,3.7867,3.9413,4.2992,4.3954
3.0000,3.2050,3.3580,3.7516,3.9711,4.2861,4.2887,4.4658
3.0000,3.1423,3.1423,3.1730,3.2907,3.6182,3.6182,4.1468
3.0000,3.5602,4.1359,5.1397,6.7273,7.0888,7.2536,7.8970
3.0000,3.1704,3.6207,4.1703,4.5456,4.7842,5.0627,5.3126
3.0000,3.1617,3.1969,3.5728,3.6188,3.7708,3.8333,4.2864
3.0000,3.2326,3.2326,3.3314,3.4517,3.8117,3.9078,4.3383
3.0000,3.0904,3.3724,3.4484,3.5114,3.8127,4.0069,4.2566
3.0000,3.0982,3.3612,3.6425,4.0289,4.2509,4.2962,4.4142
3.0000,3.9275,4.9361,6.2312,7.7270,8.9756,9.8830,11.3026
3.0000,3.2894,3.6104,3.6543,4.0853,4.2536,4.3300,4.5317
3.0000,3.4310,4.0079,4.9494,5.8920,6.3985,7.1347,7.6070
3.0000,3.9055,4.9261,5.7375,6.8292,7.9666,9.0131,10.0094
3.0000,3.1391,3.2259,3.4373,3.7960,4.1236,4.2586,4.5902
3.0000,3.0000,3.4762,3.5969,4.0790,4.3960,4.5888,4.7155
3.0000,3.6955,4.9564,6.0111,7.3850,8.4552,9.5947,10.6924
3.0000,3.1923,3.2755,3.4642,3.6331,3.8447,3.8447,4.0665
3.0000,3.0981,3.2868,3.3474,3.4369,3.7800,3.9170,4.0814
3.0000,3.0649,3.1460,3.2961,3.4173,3.7188,3.7900,3.9550
3.0000,3.0291,3.4077,3.6934,3.6934,4.0326,4.3236,4.9415
3.0000,3.0321,3.3373,3.5258,3.8361,4.2485,4.3934,4.6299
3.0000,3.1646,3.4882,3.4882,3.5012,3.8132,4.0838,4.1034
3.0000,3.2481,3.4859,3.5214,3.6486,3.6486,3.9758,3.9758
3.0000,3.0281,3.3743,3.6510,3.8087,4.0811,4.1483,4.2562
3.0000,3.8994,5.2255,6.2470,7.0604,8.0879,8.3672,8.3672
3.0000,3.1939,3.2889,3.2889,3.3766,3.5744,4.0359,4.1145
3.0000,3.0785,3.0857,3.3218,3.7421,4.0289,4.1897,4.6449
3.0000,3.3890,3.8084,4.1268,4.3523,4.4991,4.6618,4.9020
3.0000,3.1643,3.4155,3.6163,3.9545,4.1537,4.5008,4.5920
3.0000,4.2273,5.1653,6.4015,7.4714,8.5038,9.6014,10.6586
3.0000,3.2532,3.3453,3.5928,3.6970,3.6970,3.8562,3.9258
3.0000,4.0074,5.1734,5.9758,6.7611,7.5846,8.6793,9.8024
3.0000,3.1681,3.3272,3.6691,3.9052,3.9769,4.0789,4.1629
3.0000,3.6219,3.8767,4.7318,5.9279,6.3069,7.4748,8.2737
3.0000,3.3301,3.3714,3.5188,3.8967,4.2140,4.3418,4.7670
3.0000,3.3865,3.5820,3.8736,4.1422,4.1422,4.3248,4.5828
3.0000,3.3543,3.5618,3.6032,3.6570,3.8168,4.0727,4.3884
3.0000,3.0000,3.2279,3.4096,3.4734,3.7818,4.0392,4.2062
3.0000,3.1879,3.2636,3.6422,3.8715,4.2761,4.4166,4.7838
3.0000,3.9900,4.9574,5.7889,6.7585,7.8704,8.8867,9.9779
3.0000,3.4060,3.6678,3.6826,3.8079,4.0619,4.2733,4.6192
3.0000,3.1084,3.4845,3.5786,3.6645,3.8719,3.8719,4.0596
3.0000,3.4242,3.5943,3.9057,4.0293,4.0528,4.3411,4.4693
3.0000,3.1597,3.5671,3.5927,3.7407,4.0307,4.2016,4.3503
3.0000,3.0000,3.1802,3.2300,3.2457,3.6523,3.7714,4.1806
3.0000,3.0000,3.2979,3.3623,3.7803,3.9234,4.3352,4.6621
3.0000,3.5765,3.6503,3.6503,3.7919,4.2749,4.7993,5.6488
3.0000,3.4294,4.4760,5.1672,6.1888,6.3360,6.9306,7.3410
3.0000,4.1939,5.1417,6.0043,6.5459,7.3288,7.5859,8.3195
3.0000,3.8758,4.6435,5.2623,6.0278,6.4962,7.2606,7.9884
3.0000,3.5679,3.7641,3.9661,4.3359,4.8736,5.1867,5.4920
3.0000,3.0639,3.2055,3.2998,3.3915,3.7979,3.8445,4.1269
3.0000,3.6863,4.4269,5.3269,5.5589,6.3779,7.2772,8.3181
3.0000,3.2902,3.5025,3.6428,3.7351,3.8894,3.9523,4.3217
3.0000,3.8438,4.5292,4.9109,5.4037,6.3435,7.1933,8.7866
3.0000,3.3219,3.5970,3.8394,4.0705,4.2121,4.3654,4.8036
3.0000,3.8154,4.0700,4.7151,5.3996,5.8270,6.6975,7.7400
3.0000,3.2451,3.2451,3.4508,3.6754,3.7477,3.8573,3.8573
3.0000,4.0962,4.7888,5.1474,6.3163,7.1915,8.2900,9.3982
3.0000,3.0000,3.2201,3.2637,3.4275,3.5308,3.8085,4.0523
3.0000,3.1757,3.2890,3.2890,3.4691,3.4873,3.7486,3.7486
3.0000,3.6465,4.6610,5.8081,7.1651,8.1505,9.0355,9.8616
3.0000,3.7034,4.3264,5.2296,5.9362,6.7174,7.2634,7.8059
3.0000,3.0000,3.0821,3.1575,3.4741,3.6540,3.9456,4.1731
3.0000,3.3479,3.6816,3.7467,3.9719,4.0943,4.4231,4.6198
3.0000,3.1515,3.4637,3.7117,3.7711,3.8200,3.8661,3.9784
3.0000,4.0280,4.3036,5.2939,5.7189,6.1771,6.6652,7.6645
3.0000,3.3671,3.6284,4.0669,4.0669,4.3208,4.5157,4.7654
3.0000,3.1615,3.5613,3.6734,3.8829,3.9994,4.1475,4.3875
3.0000,3.1000,3.5244,3.6718,4.0441,4.0903,4.0903,4.1675
3.0000,4.2500,5.4109,6.3281,7.4115,8.3821,9.4197,10.0888
3.0000,3.2159,3.3446,3.5664,3.7530,3.8923,3.8923,4.0344
3.0000,3.1410,3.5277,3.6285,3.9672,4.0184,4.1626,4.3827
3.0000,3.2438,3.4253,3.8201,3.9733,4.4422,4.6151,4.7434
3.0000,3.2505,3.5120,3.8443,3.9998,4.3215,4.3215,4.3215
3.0000,3.0718,3.0765,3.2169,3.4742,3.4758,3.8270,4.1942
3.0000,3.2986,3.3851,3.4358,3.4358,3.6014,3.8370,4.1169
3.0000,3.2097,3.3447,3.7031,3.8076,3.9367,4.2213,4.4984
3.0000,3.2471,3.3520,3.4576,3.6543,3.7324,3.9297,3.9905
3.0000,3.0000,3.2481,3.2707,3.5854,3.8794,4.1022,4.5269
3.0000,3.2170,3.2714,3.5900,3.7694,4.0192,4.0533,4.1864
3.0000,3.4259,4.3546,4.4947,4.5969,4.9123,5.6476,5.6832
3.0000,3.3202,3.6166,4.0281,4.3733,4.7733,5.0871,5.2432
3.0000,3.2417,3.7531,3.8086,3.8086,4.2107,4.3900,4.6064
3.0000,4.1394,5.2465,5.8378,6.8675,7.8509,8.5019,9.4550
3.0000,3.1225,3.3676,3.4192,3.7101,3.8539,4.0707,4.1890
3.0000,3.0850,3.2066,3.4501,3.6586,3.7015,4.0829,4.2423
3.0000,3.1070,3.1070,3.4083,3.6127,3.9200,4.0043,4.4474
3.0000,3.0627,3.2870,3.5523,3.7671,3.8212,4.0941,4.1804
3.0000,3.6467,4.1044,4.6098,5.1325,6.0191,6.0845,7.1396
3.0000,3.0581,3.0581,3.2190,3.2809,3.6762,3.8767,4.0055
3.0000,3.0307,3.3224,3.4337,3.6755,3.7759,3.9234,3.9234
3.0000,3.0427,3.2814,3.4197,3.4197,3.6622,3.6622,3.6622
3.0000,4.4371,4.7672,5.6456,6.5202,6.7621,6.9547,7.0226
3.0000,3.0000,3.0000,3.0000,3.2448,3.3444,3.3695,3.7033
3.0000,3.1475,3.9603,4.2035,4.4939,4.9529,5.1008,5.4708
3.0000,3.1416,3.2524,3.2524,3.4892,3.8851,4.1866,4.1866
3.0000,3.3856,3.5577,3.6104,4.0395,4.2648,4.4839,4.6189
3.0000,3.8188,4.6829,5.2547,5.7444,6.6255,7.2108,7.5862
3.0000,3.7821,4.8500,5.9985,6.8108,7.6973,8.9494,10.0442
3.0000,3.7236,4.2562,5.2014,6.0979,6.8047,7.8287,8.4324
3.0000,3.2825,3.6198,3.7137,4.3624,5.6099,5.8056,6.0370
3.0000,3.0766,3.1950,3.2592,3.4367,3.6469,3.6469,3.8564
3.0000,3.1168,3.1500,3.1569,3.4926,3.4926,3.7518,3.8854
3.0000,3.2476,3.5727,3.7681,3.8355,4.0864,4.1388,4.3092
3.0000,3.1377,3.1733,3.4187,3.5272,3.7975,3.7975,3.9526
3.0000,3.8498,4.7988,5.4747,6.3532,7.2129,8.1606,8.8154
3.0000,3.4378,3.6535,4.0531,4.0531,4.1825,4.4984,4.7292
3.0000,3.3680,3.4976,3.8082,4.1011,4.1011,4.2477,4.5089
3.0000,4.0056,4.4498,4.8241,5.0186,5.6800,6.1833,6.6950
3.0000,3.9760,4.6354,5.3760,6.1786,7.1703,7.8107,8.0815
3.0000,3.1668,3.2683,3.4069,3.7644,4.0844,4.2562,4.4278
3.0000,3.3047,3.4334,3.7537,3.8313,4.0843,4.0843,4.6251
3.0000,3.6997,4.2103,4.9284,5.7103,6.0677,6.4291,7.4218
3.0000,3.1332,3.2864,3.5598,3.8975,4.2668,4.2668,4.2903
3.0000,3.1177,3.1177,3.4602,3.7453,3.8112,4.1907,4.4989
3.0000,3.1745,3.2394,3.2394,3.3188,3.6030,3.8069,4.4548
3.0000,3.3683,3.4674,4.0868,4.0868,4.0868,4.3208,4.6947
3.0000,3.1117,3.3832,3.4598,3.6395,3.8130,4.2071,4.3630
3.0000,3.5243,4.0198,4.3915,4.8529,6.0542,6.9660,7.4012
3.0000,3.0000,3.2512,3.3618,3.7150,4.0360,4.0722,4.1594
3.0000,3.3159,3.3159,3.4777,3.6087,3.8450,4.0921,4.3216
3.0000,3.3928,3.3928,3.6312,3.7123,3.9923,4.1669,4.4395
3.0000,4.1514,5.4447,6.3911,7.5203,8.4376,9.4221,10.2835
3.0000,3.1278,3.1278,3.3540,3.3985,3.5740,3.7527,3.8873
3.0000,3.0464,3.0683,3.1951,3.2222,3.4538,3.5015,3.5711
3.0000,3.1489,3.4134,3.5582,3.8026,4.0754,4.3294,4.5520
3.0000,3.7989,4.8313,6.0767,6.9034,7.7554,8.6965,9.8361
3.0000,3.2241,3.5459,3.8128,3.9035,4.2293,4.3608,4.6268
3.0000,3.5401,4.2241,4.8109,5.4562,6.4429,7.1987,7.8560
3.0000,4.0086,4.4791,5.2667,5.8290,6.1061,6.4007,7.4134
3.0000,3.1987,3.4832,3.7014,3.9941,4.2993,4.7461,4.8581
3.0000,3.4978,3.7232,3.8903,4.0754,4.2601,4.6714,4.7093
3.0000,3.2032,3.2557,3.5218,3.7877,4.1159,4.4609,4.7100
3.0000,3.0000,3.2064,3.2742,3.4138,3.5376,3.6689,4.0217
3.0000,3.9719,4.3401,4.6809,5.5821,5.8274,5.9970,6.1761
3.0000,3.7514,4.4759,5.7528,6.6918,7.6719,8.7502,9.8106
3.0000,3.4023,3.5843,3.9397,4.3410,4.7093,5.0573,5.3585
3.0000,3.2618,3.7518,3.8971,4.0903,4.3200,4.3200,4.4412
3.0000,3.0953,3.4402,3.5056,3.6259,3.9394,3.9394,4.2400
3.0000,3.7919,4.9895,5.9979,7.0201,7.7551,8.4574,9.4237
3.0000,4.1987,5.2435,6.2801,7.4557,8.5771,9.2281,10.2382
3.0000,3.1291,3.5894,3.9872,4.1324,4.3348,4.3992,4.6966
3.0000,3.1665,3.2143,3.2143,3.2143,3.2622,3.4531,3.6315
3.0000,3.9956,5.0399,6.1079,7.2318,8.3769,9.2371,9.6394
3.0000,3.1331,3.2915,3.3394,3.5382,3.7341,4.0294,4.0294
3.0000,3.5327,4.0050,5.0596,6.1625,6.8051,7.6806,7.8353
3.0000,3.1356,3.5728,3.7510,3.8988,4.2809,4.6033,4.8541
3.0000,3.2445,3.3562,3.5568,3.6457,3.6737,3.9072,4.1373
3.0000,3.3562,3.4397,3.5169,3.5697,3.7225,3.8343,3.8343
3.0000,3.9481,4.2286,4.8839,5.2556,6.0546,6.4727,7.0687
3.0000,3.7832,4.0132,4.4301,5.0875,5.7522,6.0152,6.3270
3.0000,3.1218,3.2521,3.4082,3.8216,3.9129,4.1339,4.3895
3.0000,3.3359,3.8877,4.6717,5.5177,6.3296,7.0757,7.5833
3.0000,3.8762,4.9778,6.1495,7.2168,8.2005,9.1742,9.8856
3.0000,3.1657,3.3365,3.3783,3.5191,3.5191,3.5242,3.5366
3.0000,3.0000,3.0118,3.0192,3.1115,3.5493,3.7553,4.0044
3.0000,3.7366,4.5225,4.8103,5.8445,6.3363,6.9159,7.3166
3.0000,3.4357,3.6531,4.1370,4.6678,4.8907,4.8907,4.8907
3.0000,3.5949,4.2846,4.8898,5.2715,5.7386,6.5920,7.5033
3.0000,3.2829,3.6677,3.6677,4.2096,4.3234,4.5170,4.7354
3.0000,3.2916,3.7361,3.9853,4.0659,4.2784,4.4714,4.6822
3.0000,3.0936,3.2553,3.5220,3.6358,3.7864,4.0307,4.1441
3.0000,3.0000,3.1149,3.3504,3.6225,3.7119,4.0660,4.2876
3.0000,3.5058,4.3874,4.9612,5.4487,5.9837,6.8426,7.3640
3.0000,3.8364,4.4949,4.8863,5.4489,5.5946,6.0320,7.6919
3.0000,3.1533,3.4494,3.7683,4.0623,4.5533,4.7749,5.1777
3.0000,3.3314,3.4509,3.6760,3.9977,4.2066,4.2826,4.5211
3.0000,3.1481,3.2015,3.5190,3.8051,4.0076,4.4106,4.7793
3.0000,3.1061,3.2375,3.3367,3.5970,3.8355,3.9317,3.9317
3.0000,3.2680,3.4499,3.8579,3.9642,4.2369,4.2495,4.4247
3.0000,3.2008,3.2882,3.4483,3.7284,3.9788,4.0036,4.0036
3.0000,3.4480,4.3463,4.8265,5.5042,6.0287,7.2389,7.5753
3.0000,4.1270,5.1020,6.3098,7.1042,8.1281,9.0513,9.6527
3.0000,3.1016,3.2969,3.4751,3.6779,3.7544,4.0056,4.0927
3.0000,3.2341,3.5572,3.8196,3.9294,4.1848,4.4622,4.7571
3.0000,3.2435,3.2435,3.4042,3.4099,3.7017,3.7092,3.9267
3.0000,3.0744,3.4065,3.6340,3.7134,4.1668,4.1668,4.3575
3.0000,3.3556,3.5678,3.6238,3.9742,4.0498,4.1123,4.5285
3.0000,3.8756,4.8862,5.8122,6.7298,7.7351,8.9368,10.2414
3.0000,3.1191,3.2730,3.5310,3.8092,4.0452,4.0452,4.1287
3.0000,4.0782,5.2178,5.9651,6.7037,7.3561,8.1414,9.0153
3.0000,3.0553,3.0914,3.1696,3.1696,3.3988,3.7940,3.8769
3.0000,3.5103,4.2384,4.5293,5.3969,5.8390,6.7616,7.4393
3.0000,3.1286,3.3468,3.3949,3.7126,3.7126,3.7771,4.0020
3.0000,3.0969,3.2874,3.4663,3.9805,4.1129,4.3316,4.3420
3.0000,3.0000,3.3477,3.6662,3.7576,3.9168,4.1508,4.1508
3.0000,3.8160,4.3390,5.2561,5.7286,5.9533,7.2555,7.8517
3.0000,3.0025,3.0798,3.3116,3.3116,3.3116,3.5792,3.8317
3.0000,3.0954,3.0954,3.3661,3.6333,4.0146,4.2615,4.2615
3.0000,3.7949,4.7362,5.8284,6.1171,7.4737,8.0079,8.9843
3.0000,3.3376,3.3558,3.3632,3.6071,3.9446,4.2912,4.5397
3.0000,3.1298,3.3717,3.4608,3.4924,3.8251,4.1687,4.3675
3.0000,4.2471,5.5587,6.2826,7.5427,8.5622,9.4515,10.4275
3.0000,3.8693,4.7337,5.7045,6.5357,7.9415,8.9141,10.2380
3.0000,3.9515,4.8305,5.7006,6.7902,8.1349,9.0098,9.7814
3.0000,3.2879,3.4267,3.4267,3.5635,3.8358,4.0897,4.1743
3.0000,3.2220,3.6336,3.7839,4.1451,4.2754,4.3791,4.5486
3.0000,3.6372,4.2172,4.3530,4.9426,5.6550,6.6293,7.3094
3.0000,3.2955,3.3447,3.3447,3.6093,3.8698,4.0483,4.3244
3.0000,3.9661,4.9815,5.5433,6.8546,7.6080,8.1801,8.8451
3.0000,3.1719,3.2910,3.2921,3.4239,3.4470,3.9050,4.1126
3.0000,3.3939,3.6441,3.6441,3.6441,3.7596,4.0065,4.2785
3.0000,3.1374,3.4138,3.4421,3.7005,4.0670,4.1935,4.4010
3.0000,3.2691,3.5177,3.7326,3.7326,3.7692,3.8720,4.1478
3.0000,3.0948,3.1884,3.3608,3.8917,4.2578,4.4863,4.7595
3.0000,3.3270,3.6643,3.8071,4.2141,4.4871,4.5508,4.6496
3.0000,3.0000,3.2455,3.2455,3.2455,3.3331,3.5507,3.5507
3.0000,3.2230,3.2230,3.6371,3.8244,4.2224,4.2464,4.3511
3.0000,3.7160,4.7530,5.8210,6.5333,7.2995,8.2731,9.2527
3.0000,3.3380,3.3906,3.6458,3.8939,3.9262,4.1486,4.3257
3.0000,3.1001,3.3411,3.5236,3.6752,3.8470,4.2220,4.4157
3.0000,3.1471,3.4520,3.5608,3.9693,4.1500,4.1670,4.1670
3.0000,3.1474,3.6627,4.2469,4.4128,4.6413,4.6413,4.8238
3.0000,3.1980,3.3198,3.7179,3.7179,3.8632,4.0629,4.4887
3.0000,3.4648,3.7812,3.8761,4.1774,4.4799,4.8774,4.8774
3.0000,4.0657,5.0591,6.1384,7.2461,8.3756,9.4252,10.3142
3.0000,3.9524,4.5763,5.5391,6.3205,7.2515,7.7254,8.5254
3.0000,3.2387,3.4668,3.6397,3.8813,4.2280,4.6545,4.9609
3.0000,3.9296,4.6022,5.8807,6.8844,7.7416,8.5699,9.5835
3.0000,3.3291,3.3291,3.6165,3.9291,3.9291,4.3765,4.4027
3.0000,3.3795,3.4351,3.4537,3.4537,3.8064,3.9297,4.1621
3.0000,3.7423,4.3426,5.0716,5.9353,6.9472,7.1778,7.6463
3.0000,3.0808,3.2649,3.2649,3.4124,3.4313,3.6270,3.8140
3.0000,3.2172,3.6846,4.1775,5.1588,5.8052,6.5824,7.3220
3.0000,3.1554,3.3475,3.3606,3.6994,3.8350,3.8350,4.0195
3.0000,3.9864,4.8476,5.7077,6.3352,7.1661,8.3128,9.5311
3.0000,3.1972,3.3092,3.4918,3.7955,3.7955,4.0219,4.0887
3.0000,3.1497,3.4653,3.4903,3.6597,3.8034,4.0401,4.3398
3.0000,3.4777,3.9990,4.0478,4.0478,4.2698,4.5301,4.6658
3.0000,3.3485,3.5437,3.9003,4.0494,4.3913,4.5009,4.9203
3.0000,3.9718,4.9338,6.3118,7.1643,8.5263,9.8158,10.6278
3.0000,3.0643,3.1747,3.3981,3.6977,4.0029,4.1208,4.2803
3.0000,3.3879,3.4898,3.8415,4.3557,4.4886,5.0335,5.1342
3.0000,3.4546,3.8237,4.1713,4.7341,4.7767,4.8468,5.1084
3.0000,3.8908,4.7261,5.6707,6.6152,7.7108,8.6286,9.7116
3.0000,3.4572,3.4885,3.5708,3.6195,3.7517,3.9124,4.0491
3.0000,3.2651,3.4845,3.8404,4.0542,4.2116,4.2615,4.2615
