Cls,Day1,Day2,Day3,Day4,Day5,Day6,Day7,Day8
1,3.0000,3.1788,3.5039,4.0082,4.1069,4.6931,5.2652,5.8453
1,3.0000,3.1943,3.7979,3.8039,4.0483,4.5185,4.6882,5.2256
1,3.0000,3.4097,3.7126,4.0696,4.4674,4.8538,5.1486,5.3377
1,3.0000,3.3512,3.4954,3.8032,4.3602,4.7585,4.9757,5.0258
1,3.0000,3.6942,3.8892,4.2322,4.4722,4.7603,5.0944,5.3622
1,3.0000,3.3508,3.7197,3.9613,4.4231,5.0069,5.4027,5.7385
1,3.0000,3.2732,3.4700,3.9920,4.4557,4.7971,5.1620,5.2945
1,3.0000,3.0829,3.4525,3.5648,3.7996,4.0857,4.2968,4.2968
1,3.0000,3.4877,3.6422,4.0653,4.2956,4.7381,5.2855,5.6335
1,3.0000,3.4862,3.8553,4.1766,4.6817,5.1827,5.2753,5.6387
1,3.0000,3.1670,3.2495,3.7025,4.0770,4.5638,4.5638,4.6500
1,3.0000,3.4884,3.7641,4.2670,4.5637,4.6096,4.9901,5.3517
1,3.0000,3.5771,3.7855,3.9557,3.9557,4.3178,4.3647,4.5172
1,3.0000,3.3850,3.7466,3.9178,4.2979,4.6869,4.8164,4.9295
1,3.0000,3.4750,3.7027,3.7264,3.7459,4.2097,4.5897,4.6939
1,3.0000,3.3820,3.9696,4.2255,4.6135,4.7175,4.9087,5.2262
1,3.0000,3.4246,3.9331,4.3464,4.5644,4.7635,4.9640,5.0846
1,3.0000,3.2865,3.6113,3.8558,4.2399,4.6444,5.1391,5.3357
1,3.0000,3.2417,3.4756,3.7866,4.0092,4.4687,5.1023,5.4397
1,3.0000,3.0618,3.2628,3.6145,3.9348,4.1815,4.3143,4.5887
1,3.0000,3.1615,3.6062,3.8271,4.2616,4.6105,4.9160,5.3570
1,3.0000,3.2515,3.5539,3.6967,3.8098,4.1434,4.6336,5.0868
1,3.0000,3.2907,3.7414,3.7880,4.0531,4.2900,4.6887,5.0454
1,3.0000,3.3141,3.6804,4.0957,4.5692,4.7681,5.1461,5.5138
1,3.0000,3.1494,3.7024,3.9647,4.1620,4.4581,4.8596,5.2211
1,3.0000,3.2620,3.4260,3.4567,3.8013,4.2845,4.8266,5.0282
1,3.0000,3.0631,3.5048,4.0669,4.3608,4.7507,4.8213,5.2539
1,3.0000,3.2364,3.7747,3.9361,4.2305,4.5190,4.9665,4.9839
1,3.0000,3.3869,3.6702,4.0057,4.1051,4.4134,4.8211,4.8557
1,3.0000,3.2250,3.6056,3.7989,4.1158,4.3213,4.7409,4.7474
1,3.0000,3.4152,3.7256,4.1867,4.6607,5.1308,5.3314,5.9088
1,3.0000,3.1713,3.5666,3.9048,4.2577,4.6687,4.7928,5.0923
1,3.0000,3.1610,3.7068,4.0367,4.4651,4.6524,4.8480,5.1582
1,3.0000,3.1137,3.4421,3.8408,3.8858,4.2664,4.6206,4.7471
1,3.0000,3.5206,3.5206,4.0139,4.5015,4.8979,5.1658,5.4436
1,3.0000,3.4065,3.9997,4.4917,4.9277,5.2376,5.6540,6.0480
1,3.0000,3.5982,3.8422,3.8422,4.3378,4.6633,4.9057,5.3415
1,3.0000,3.3904,3.8902,4.2609,4.4676,4.7189,5.0448,5.3202
1,3.0000,3.2527,3.3813,4.0276,4.3040,4.6578,5.2259,5.6433
1,3.0000,3.2813,3.2870,3.5905,4.1891,4.3425,4.6639,5.1170
1,3.0000,3.5103,4.0503,4.2412,4.6941,4.9692,5.1791,5.4897
1,3.0000,3.4172,3.4172,3.8263,4.2153,5.0090,5.3048,5.4980
1,3.0000,3.3249,3.6274,4.1696,4.6068,4.7024,5.1287,5.3051
1,3.0000,3.5799,3.6491,3.9086,4.2970,4.5708,4.8508,5.2052
1,3.0000,3.4225,3.6873,4.0430,4.3802,4.5951,5.0335,5.3846
1,3.0000,3.3736,3.8317,4.2112,4.2112,4.8086,5.0950,5.4210
1,3.0000,3.4003,3.7435,3.9361,4.0737,4.4112,4.5409,5.0869
1,3.0000,3.3284,3.7751,4.1329,4.3509,4.3805,4.8391,4.9894
1,3.0000,3.4164,3.4963,3.8127,3.8989,4.3792,4.4322,4.5660
1,3.0000,3.3476,3.8622,4.2875,4.6624,4.9500,5.1268,5.2679
1,3.0000,3.2586,3.7107,4.1328,4.4261,4.6301,4.8103,5.1791
1,3.0000,3.2067,3.2925,3.6220,3.7412,4.4422,4.8607,5.2820
1,3.0000,3.2703,3.6047,3.7301,4.0014,4.1018,4.5299,5.1156
1,3.0000,3.1732,3.7754,3.8537,4.0490,4.6181,4.9816,5.3188
1,3.0000,3.2567,3.4027,3.9840,4.4071,4.6150,4.8087,5.2566
1,3.0000,3.2992,3.4914,3.9510,4.3250,4.6355,5.0123,5.1164
1,3.0000,3.4964,3.7754,3.8363,3.8501,4.1308,4.4693,4.6817
1,3.0000,3.2301,3.5212,3.9647,4.1424,4.5085,4.6351,5.2213
1,3.0000,3.2483,3.5588,4.0199,4.4722,5.0913,5.4464,5.6553
1,3.0000,3.3691,3.7177,4.0326,4.0611,4.1977,4.4004,4.7763
1,3.0000,3.1240,3.5057,3.6842,4.1867,4.4413,4.8992,5.0954
1,3.0000,3.2930,3.3384,3.5792,3.8376,4.4234,4.7581,5.0589
1,3.0000,3.0690,3.0690,3.4619,3.5953,4.0196,4.3144,4.5421
1,3.0000,3.0000,3.3792,3.5397,3.6866,3.7947,4.3232,4.5007
1,3.0000,3.6147,3.8913,4.0702,4.4689,4.6166,4.9140,5.0847
1,3.0000,3.4698,3.6115,3.9157,4.2706,4.6227,4.7498,5.0652
1,3.0000,3.1124,3.4869,3.9159,4.2734,4.8497,5.1056,5.2103
1,3.0000,3.1618,3.4506,3.6587,3.7283,3.9879,4.2726,4.7768
1,3.0000,3.4907,3.7814,4.3912,4.9943,5.2279,5.5838,5.9045
1,3.0000,3.2448,3.6841,3.9420,4.3395,4.5865,4.8138,5.0762
1,3.0000,3.5871,3.8337,4.2988,4.6913,4.7941,5.0669,5.2515
1,3.0000,3.1604,3.4646,3.9797,4.0261,4.4125,4.7844,5.0360
1,3.0000,3.3551,3.5511,4.1282,4.2292,4.3764,4.6121,4.7894
1,3.0000,3.3818,3.3818,3.6559,4.0067,4.1297,4.4116,4.7291
1,3.0000,3.4792,3.9852,4.3777,4.7307,5.0760,5.3466,5.5634
1,3.0000,3.5023,3.6321,4.1251,4.4521,4.8161,5.0164,5.5586
1,3.0000,3.2122,3.5663,3.7992,4.1384,4.6157,5.1070,5.4113
1,3.0000,3.5273,3.9051,4.1127,4.1127,4.5114,4.7828,4.9959
1,3.0000,3.4914,3.8772,4.1189,4.4335,4.4335,4.6405,4.8444
1,3.0000,3.1867,3.6987,3.8825,4.0848,4.4426,4.6992,4.8881
1,3.0000,3.3487,3.5175,3.6819,3.8948,4.0920,4.4070,4.6329
1,3.0000,3.1665,3.6056,3.8632,4.1676,4.4305,4.8110,4.9437
1,3.0000,3.3973,3.6368,4.2441,4.4346,5.0774,5.5057,5.8330
1,3.0000,3.1428,3.5449,3.8949,4.0265,4.3990,4.8895,5.4614
1,3.0000,3.4508,3.7911,4.0245,4.3733,4.8428,5.1382,5.5804
1,3.0000,3.2777,3.4192,4.0295,4.2044,4.4565,4.9107,5.2073
1,3.0000,3.3117,3.6292,4.0937,4.2705,4.9559,5.1282,5.4392
1,3.0000,3.0000,3.2955,3.4813,3.8363,4.3477,4.3631,4.5785
1,3.0000,3.0187,3.0664,3.6541,3.9622,4.3113,4.5346,4.6572
1,3.0000,3.2731,3.6048,3.6368,3.9568,4.1997,4.5725,4.9777
1,3.0000,3.1335,3.5322,3.9943,4.3201,4.6401,4.6401,4.9158
1,3.0000,3.7296,4.1843,4.6811,4.9476,5.2538,5.6946,5.9725
1,3.0000,3.4485,3.8803,4.4038,4.5698,4.9940,5.0355,5.2141
1,3.0000,3.2913,3.6656,3.9335,4.3853,4.8079,5.0870,5.3824
1,3.0000,3.4221,3.6662,4.0363,4.2760,4.7480,4.8103,5.2331
1,3.0000,3.3653,3.8987,4.5689,5.0525,5.6517,6.2201,6.6945
1,3.0000,3.2438,3.4486,3.8206,4.1460,4.5415,4.9544,5.0257
1,3.0000,3.2390,3.4660,3.9858,4.1714,4.2841,4.4630,4.6030
1,3.0000,3.2723,3.3497,3.5029,3.9953,4.0837,4.5309,4.8350
1,3.0000,3.1198,3.4317,3.7845,4.1596,4.5487,4.8621,5.3033
1,3.0000,3.2722,3.4249,3.6604,3.9792,4.2730,4.4686,5.0834
1,3.0000,3.2740,3.8337,3.9499,4.3544,4.9007,5.1808,5.3598
1,3.0000,3.3400,3.6535,4.1697,4.4166,4.7273,5.0180,5.2330
1,3.0000,3.2536,3.5894,3.9484,4.1681,4.4977,4.5988,4.7620
1,3.0000,3.0095,3.2586,3.3423,3.6876,4.1005,4.4062,4.6069
1,3.0000,3.1072,3.3722,3.4915,3.9189,4.0868,4.2005,4.5095
1,3.0000,3.4071,3.6269,4.0199,4.3326,4.6611,4.8487,5.0856
1,3.0000,3.4000,3.4277,3.8392,4.0141,4.1521,4.3750,4.8461
1,3.0000,3.3493,3.5993,4.0050,4.3655,4.5345,4.8839,5.1770
1,3.0000,3.2446,3.4059,3.6704,4.0283,4.5102,5.0454,5.0885
1,3.0000,3.1900,3.2903,3.5254,3.9932,4.4213,4.7960,5.3104
1,3.0000,3.4903,3.8725,4.1138,4.2894,4.4137,4.6055,5.0936
1,3.0000,3.3567,3.8885,4.1597,4.5613,5.0298,5.1468,5.5841
1,3.0000,3.3895,3.4755,3.5008,3.8966,4.1782,4.3290,4.7255
1,3.0000,3.1319,3.1813,3.5084,3.9071,3.9071,4.1200,4.1911
1,3.0000,3.2147,3.5665,3.9890,4.2975,4.5553,5.2450,5.6900
1,3.0000,3.0410,3.3031,3.3031,3.8019,3.9945,4.4217,4.8648
1,3.0000,3.3488,3.7668,4.1334,4.4143,4.4573,4.8554,5.0682
1,3.0000,3.2789,3.5895,3.8186,4.0294,4.2426,4.6670,4.7793
1,3.0000,3.3196,3.3929,3.6919,4.1394,4.4298,4.8039,5.0447
1,3.0000,3.2635,3.6365,3.6974,4.0516,4.4777,4.7450,5.0362
1,3.0000,3.6630,3.8101,3.9113,4.2649,4.6316,4.8851,4.9767
1,3.0000,3.2324,3.6265,3.8901,4.2509,4.6094,4.8864,5.0616
1,3.0000,3.3559,3.5536,3.7485,4.0512,4.1977,4.5015,4.8575
1,3.0000,3.6017,3.6657,4.0068,4.1699,4.5215,4.7352,4.9297
1,3.0000,3.3827,3.5744,4.1577,4.2587,4.6352,4.7505,5.1637
1,3.0000,3.1169,3.6676,3.7524,4.0823,4.7052,4.8882,5.1536
1,3.0000,3.2513,3.4495,3.7116,4.2190,4.6889,5.1295,5.1344
1,3.0000,3.3018,3.6205,3.8299,4.0512,4.3215,4.8164,4.9982
1,3.0000,3.1644,3.3582,3.8323,4.1175,4.2679,4.7128,5.0340
1,3.0000,3.2735,3.4308,4.1129,4.4219,4.7366,5.0987,5.1662
1,3.0000,3.2536,3.6497,3.9013,4.0947,4.3607,4.7465,5.0032
1,3.0000,3.2022,3.5070,3.8816,4.4196,4.8270,5.1302,5.6549
1,3.0000,3.1342,3.2574,3.5931,4.0240,4.5366,4.7623,4.7623
1,3.0000,3.2636,3.6704,3.9617,4.3367,5.0477,5.4967,5.9827
1,3.0000,3.1785,3.2857,3.6218,4.1421,4.5289,4.7897,5.3449
1,3.0000,3.2376,3.4628,3.8764,4.0052,4.3266,4.5650,4.8223
1,3.0000,3.3119,3.7339,4.0536,4.4559,4.6454,4.9985,5.1488
1,3.0000,3.2372,3.5755,4.0426,4.3879,4.8677,5.2199,5.5639
1,3.0000,3.1647,3.7618,4.1678,4.5885,5.1820,5.4345,5.8568
1,3.0000,3.2959,3.5408,3.7026,3.7026,4.0670,4.3846,4.6313
1,3.0000,3.2180,3.7013,3.7723,3.9305,4.5598,4.7001,4.9894
1,3.0000,3.4874,3.7340,4.1538,4.6263,4.7773,5.0576,5.2356
1,3.0000,3.3376,3.6876,4.0625,4.3654,4.6743,5.0839,5.4873
1,3.0000,3.5910,3.8059,4.2280,4.4555,4.7254,4.9965,5.1050
1,3.0000,3.0861,3.5236,3.7320,4.0187,4.3270,4.8517,5.0236
1,3.0000,3.4155,3.9287,4.0700,4.3245,4.6806,5.0693,5.4867
1,3.0000,3.5107,3.9674,4.4808,4.7345,5.0050,5.2627,5.5673
1,3.0000,3.0000,3.2759,3.4627,3.9871,4.1763,4.4736,4.8655
1,3.0000,3.5522,4.0670,4.1798,4.7048,5.0136,5.2574,5.7919
1,3.0000,3.1898,3.4224,3.7910,3.9478,4.1959,4.6426,4.8477
1,3.0000,3.2513,3.5621,3.8756,4.1444,4.5413,4.7273,5.0647
1,3.0000,3.6679,3.9641,4.2661,4.7359,5.3736,5.7867,6.1920
1,3.0000,3.2537,3.6429,3.7924,4.0538,4.3393,4.3792,4.6317
1,3.0000,3.4541,3.6031,3.8931,4.1114,4.2958,4.5674,4.8840
1,3.0000,3.1394,3.3824,3.6111,3.6111,3.8127,4.3639,4.7779
1,3.0000,3.4275,3.6079,3.7811,3.9747,4.2189,4.3619,4.6577
1,3.0000,3.1684,3.4874,3.6226,3.9790,4.5112,4.5482,4.6128
1,3.0000,3.2311,3.7287,3.9644,4.0165,4.3993,4.8825,5.2186
1,3.0000,3.2025,3.4946,3.8278,3.9617,4.4145,4.7056,5.0275
1,3.0000,3.4347,3.9544,4.2659,4.4572,4.8247,5.1204,5.4190
1,3.0000,3.3286,3.6371,3.7103,3.8757,4.0742,4.3004,4.6167
1,3.0000,3.4723,3.5150,3.9335,4.2845,4.5298,4.6972,5.0736
1,3.0000,3.4769,3.6986,3.9487,4.3107,4.8481,5.3035,5.4944
1,3.0000,3.1705,3.5622,3.8726,3.9898,4.2291,4.6552,4.9817
1,3.0000,3.2713,3.3425,3.5314,3.5982,3.7118,4.0601,4.2511
1,3.0000,3.2986,3.4879,3.7208,3.8274,4.0893,4.2694,4.6662
1,3.0000,3.1730,3.7122,4.2367,4.7182,5.0773,5.5581,5.6632
1,3.0000,3.3426,3.7351,4.1494,4.3996,5.0037,5.2002,5.2065
1,3.0000,3.1180,3.3572,3.5036,3.7615,3.9323,4.2587,4.6966
1,3.0000,3.2931,3.4142,3.7462,4.3342,4.8792,5.0700,5.3956
1,3.0000,3.2900,3.4115,3.9343,4.3964,4.7109,4.9140,5.0475
1,3.0000,3.4747,3.4747,3.7734,4.2482,4.5218,4.9383,5.3610
1,3.0000,3.0255,3.2572,3.7557,4.0091,4.5466,4.7112,4.9414
1,3.0000,3.2394,3.3202,3.4348,3.6532,3.7877,4.0378,4.2450
1,3.0000,3.2937,3.2937,3.5078,4.0689,4.3984,4.6376,4.8388
1,3.0000,3.2923,3.4755,3.7642,4.0331,4.3447,4.3486,4.6704
1,3.0000,3.4929,3.7745,4.1308,4.2633,4.7176,5.2287,5.6336
1,3.0000,3.1832,3.5692,3.9096,4.4355,4.7158,5.2854,5.5251
1,3.0000,3.2419,3.6799,4.0420,4.1264,4.3818,4.8870,5.4684
1,3.0000,3.1347,3.3982,3.5771,3.8523,4.1278,4.3691,4.6967
1,3.0000,3.4180,3.4689,3.8211,4.0200,4.2575,4.3066,4.4146
1,3.0000,3.2155,3.3256,3.3645,3.6955,3.9751,4.0328,4.4997
1,3.0000,3.0700,3.2776,3.7026,4.0382,4.3575,4.8084,5.2843
1,3.0000,3.4299,3.7718,3.8806,4.3037,4.7603,5.1077,5.3234
1,3.0000,3.3344,3.7745,3.9902,4.2826,4.4009,5.0061,5.2851
1,3.0000,3.1945,3.1945,3.4755,3.6842,4.0551,4.4782,4.7136
1,3.0000,3.0451,3.2420,3.8035,4.0618,4.2938,4.5321,4.8127
1,3.0000,3.3360,3.9796,4.0825,4.2876,4.6308,4.8732,5.0569
1,3.0000,3.3101,3.7305,3.9803,4.4740,4.7746,5.2523,5.3522
1,3.0000,3.3260,3.4869,3.6240,4.0827,4.4490,4.9694,5.2069
1,3.0000,3.0958,3.4271,3.9240,4.0644,4.3550,4.7221,5.1559
1,3.0000,3.6861,3.7897,3.9862,4.1177,4.4167,4.4167,4.7297
1,3.0000,3.3391,3.9321,4.4641,4.9419,5.2307,5.5492,5.7906
1,3.0000,3.2618,3.6781,3.9596,4.4660,4.7476,5.1905,5.2466
1,3.0000,3.4820,4.0599,4.5165,4.7063,5.1357,5.2279,5.2279
1,3.0000,3.4061,3.8903,4.5262,4.8500,5.2293,5.6802,5.8476
1,3.0000,3.5042,3.8055,4.0734,4.3371,4.7858,4.9180,5.2997
1,3.0000,3.1169,3.4901,3.9285,4.5300,4.9892,5.2100,5.5737
1,3.0000,3.4236,3.7099,4.2568,4.6637,5.1017,5.7240,6.0885
1,3.0000,3.4567,3.5404,4.0245,4.2205,4.5850,4.5850,4.8955
1,3.0000,3.3247,3.7260,3.8187,4.3210,4.7484,4.8913,5.0859
1,3.0000,3.4476,3.8167,3.9104,4.0154,4.6432,5.1112,5.4256
1,3.0000,3.3879,3.6267,3.7152,3.9521,4.3243,4.6783,4.8628
1,3.0000,3.0000,3.5383,3.8069,4.1606,4.3268,4.6608,5.2082
1,3.0000,3.1171,3.4946,3.9039,4.5079,5.0475,5.4604,5.8974
1,3.0000,3.3316,3.7892,3.9292,4.5830,4.7539,4.8628,5.3207
1,3.0000,3.3180,3.5639,3.7888,4.1657,4.1664,4.3373,4.5647
1,3.0000,3.2019,3.3495,3.7628,4.0733,4.2799,4.9797,5.0399
1,3.0000,3.1903,3.5041,3.8820,4.1639,4.7586,4.9758,5.4982
1,3.0000,3.2147,3.4821,3.7179,3.8746,4.1913,4.3863,4.6000
1,3.0000,3.2850,3.4946,3.8869,4.0161,4.2347,4.3310,4.7377
1,3.0000,3.0000,3.3465,3.5218,3.8713,4.0941,4.3144,4.7020
1,3.0000,3.0000,3.4205,3.6287,3.6287,4.0426,4.4124,4.9309
1,3.0000,3.3239,3.6455,4.1632,4.5115,4.8261,5.1243,5.6630
1,3.0000,3.1542,3.5530,3.9701,4.1379,4.2973,4.3870,4.5001
1,3.0000,3.0000,3.4862,3.5990,3.7706,4.1684,4.5041,5.0590
1,3.0000,3.0953,3.3615,3.6518,4.2080,4.4518,5.0259,5.0259
1,3.0000,3.3786,3.9587,4.1313,4.4110,4.5808,5.0595,5.1015
1,3.0000,3.1324,3.2085,3.8011,4.1317,4.4463,4.7102,4.9872
1,3.0000,3.5688,4.1012,4.4585,4.6715,5.0583,5.4543,6.0193
1,3.0000,3.4179,3.9778,4.0613,4.4988,4.7025,5.0669,5.4546
1,3.0000,3.2111,3.6385,3.9036,4.4510,4.7591,5.2236,5.5734
1,3.0000,3.2761,3.3895,3.7542,4.1163,4.4004,4.8599,5.1814
1,3.0000,3.2958,3.4710,3.6341,3.8547,4.1778,4.6649,4.9387
1,3.0000,3.2195,3.3576,3.8887,4.2211,4.3472,4.6468,5.0131
1,3.0000,3.3166,3.6772,4.0847,4.5787,4.8979,5.0032,5.4927
1,3.0000,3.1086,3.1086,3.2090,3.6606,3.8553,4.2426,4.6939
1,3.0000,3.2361,3.7155,4.1537,4.6202,5.0614,5.2677,5.6152
1,3.0000,3.0668,3.4462,3.9725,4.3724,4.7748,4.7748,5.4011
1,3.0000,3.1649,3.3460,3.5961,3.8173,4.2188,4.3900,4.6550
1,3.0000,3.0295,3.0295,3.3968,3.6928,3.8765,4.3433,4.6188
1,3.0000,3.3780,3.9816,4.4632,4.7460,5.0885,5.2669,5.9068
1,3.0000,3.2348,3.3529,3.6687,3.9066,4.0748,4.4031,4.8434
1,3.0000,3.4743,4.1592,4.5888,4.9596,5.3695,5.4805,5.7211
1,3.0000,3.2076,3.7593,4.1286,4.7464,5.1378,5.5745,5.6448
1,3.0000,3.3531,3.6814,3.9081,4.0742,4.0742,4.4988,4.5652
1,3.0000,3.4043,3.7226,3.9232,4.1518,4.6604,4.8880,5.1512
1,3.0000,3.1987,3.5602,3.9071,4.3382,4.7376,4.9454,5.0934
1,3.0000,3.3568,3.6049,3.8753,4.2239,4.5702,5.0603,5.2217
1,3.0000,3.5790,3.5790,3.9964,4.3067,4.8084,5.0274,5.2471
1,3.0000,3.2333,3.4168,4.0670,4.4512,4.7338,4.9389,5.2270
1,3.0000,3.2000,3.7244,3.9718,4.4441,4.5903,4.6132,4.7904
1,3.0000,3.4858,3.5762,3.8506,4.1328,4.4785,4.8855,5.2070
1,3.0000,3.4490,3.9475,4.3236,4.5120,4.8085,5.2547,5.3914
1,3.0000,3.3049,3.5482,3.7126,4.0970,4.4839,4.7410,4.9506
1,3.0000,3.3273,3.5427,3.8855,4.2505,4.5928,4.7558,4.9357
1,3.0000,3.3644,3.5428,4.3547,4.3547,4.4313,4.7455,5.0313
1,3.0000,3.2900,3.6717,3.7454,4.0915,4.6842,5.0040,5.1686
1,3.0000,3.2831,3.6467,3.8044,4.0759,4.4425,4.5918,4.6772
1,3.0000,3.3638,3.5207,3.6698,3.9085,4.1861,4.6878,4.8652
1,3.0000,3.5736,3.6958,3.8899,4.2399,4.3932,4.6786,4.6786
1,3.0000,3.0691,3.4723,3.9739,4.1225,4.4925,4.8516,5.0913
1,3.0000,3.1267,3.7038,3.9889,4.2434,4.5003,4.8609,5.1427
1,3.0000,3.2971,3.5589,4.0305,4.5519,5.0216,5.5626,5.8460
1,3.0000,3.1424,3.3774,3.6583,3.9975,4.0381,4.6627,4.9719
1,3.0000,3.2539,3.4810,3.7704,4.2970,4.5772,5.1251,5.2610
1,3.0000,3.4287,3.4625,3.9648,4.1983,4.6439,5.0921,5.4385
1,3.0000,3.2877,3.5505,3.8740,4.2030,4.5339,4.6052,5.2305
1,3.0000,3.0000,3.1668,3.5403,3.8222,4.1808,4.3562,4.4463
1,3.0000,3.3136,3.7761,4.1477,4.3933,4.4714,4.4714,5.1237
1,3.0000,3.0441,3.4622,3.7463,4.0972,4.5570,5.0663,5.2220
1,3.0000,3.3732,3.8992,4.3380,4.7596,4.8358,5.3795,5.6863
1,3.0000,3.2515,3.6637,4.0117,4.1711,4.3200,4.4661,4.6784
1,3.0000,3.2468,3.8105,4.2139,4.5635,4.7815,5.1468,5.1468
1,3.0000,3.2522,3.5970,3.8778,4.1053,4.4310,4.4339,4.7584
1,3.0000,3.2041,3.6580,3.7840,4.1691,4.6734,5.1140,5.4074
1,3.0000,3.3715,3.8902,4.0434,4.4524,4.7363,4.9234,5.2803
1,3.0000,3.0137,3.2553,3.5350,3.7410,4.2343,4.6080,4.8988
1,3.0000,3.3302,3.4915,3.6402,3.9154,4.6422,4.9271,5.3603
1,3.0000,3.5859,3.9578,3.9578,3.9578,4.0565,4.4910,4.9145
1,3.0000,3.2409,3.5764,3.6336,4.0432,4.4591,4.6446,5.1889
1,3.0000,3.3271,3.6391,4.0780,4.2578,4.5184,5.0164,5.3195
1,3.0000,3.4080,3.6717,4.1663,4.3540,4.7040,5.1066,5.1066
1,3.0000,3.3817,3.7878,4.2333,4.7326,4.9908,5.1404,5.3758
1,3.0000,3.4302,3.7087,3.8850,4.2252,4.4292,4.6232,4.7616
1,3.0000,3.3946,3.7417,4.1289,4.5250,4.8062,5.1984,5.6023
1,3.0000,3.1796,3.7350,4.2348,4.4562,5.1481,5.2966,5.7526
1,3.0000,3.2218,3.3488,3.7106,4.0070,4.2930,4.7565,5.1921
1,3.0000,3.2417,3.8718,4.3535,4.8089,5.0982,5.4065,5.7676
1,3.0000,3.1929,3.5188,4.0430,4.3928,4.9810,5.3349,5.8300
1,3.0000,3.3202,3.5174,3.7804,4.2652,4.7840,5.1544,5.5569
1,3.0000,3.2450,3.4265,3.7553,3.9850,4.3558,4.8741,5.2568
1,3.0000,3.2479,3.5914,4.1618,4.3467,4.6235,5.3411,5.5145
1,3.0000,3.4424,3.9000,4.3058,4.7417,5.2981,5.7191,6.3121
1,3.0000,3.3050,3.4649,3.8058,4.0069,4.4758,5.0368,5.4455
1,3.0000,3.3127,3.7515,4.0448,4.2081,4.4497,4.9106,5.1196
1,3.0000,3.3350,3.6372,3.9496,4.2858,4.4541,4.6579,5.0777
1,3.0000,3.5199,3.5199,3.8374,4.4862,4.6755,5.2341,5.4601
1,3.0000,3.2829,3.7623,4.0227,4.3955,4.5276,4.8820,5.2388
1,3.0000,3.3358,3.5291,3.5291,3.8235,3.9528,4.3028,4.7473
1,3.0000,3.1017,3.6027,4.0235,4.3756,4.9577,5.3623,5.4346
1,3.0000,3.2037,3.4131,3.8472,3.9620,4.2715,4.5455,5.0455
1,3.0000,3.2941,3.5749,3.6803,4.1124,4.4494,4.7719,5.0431
1,3.0000,3.0429,3.3964,3.5248,3.9763,4.2286,4.4949,4.8429
1,3.0000,3.1662,3.6492,3.6927,4.0117,4.0844,4.2077,4.4258
1,3.0000,3.1841,3.2157,3.4819,3.7127,4.1353,4.5120,5.1084
1,3.0000,3.1263,3.5957,3.8192,4.0427,4.3487,4.4906,4.7480
1,3.0000,3.2681,3.5272,3.9691,4.3052,4.4769,4.6789,4.8629
1,3.0000,3.2634,3.5479,3.5556,3.8186,4.2083,4.6177,4.6177
1,3.0000,3.4973,3.7590,4.2051,4.2051,4.4778,4.7543,5.1930
1,3.0000,3.0992,3.7594,4.3270,4.5878,5.0096,5.4295,5.7173
1,3.0000,3.4479,3.8816,4.0467,4.3719,4.5943,5.0231,5.3198
1,3.0000,3.3491,3.8498,4.0904,4.6810,4.8959,5.0479,5.1303
1,3.0000,3.1720,3.2259,3.3975,3.6627,3.8184,4.1132,4.2735
1,3.0000,3.7482,4.0159,4.1765,4.6372,4.9000,5.2786,5.5353
1,3.0000,3.3548,3.6899,4.0412,4.3781,4.6350,4.8869,5.1577
1,3.0000,3.3130,3.7439,3.8693,4.0720,4.5837,4.9232,5.0363
1,3.0000,3.2169,3.3609,3.5823,3.5823,3.8295,4.0645,4.1233
1,3.0000,3.0000,3.3506,3.5768,3.9409,4.2830,4.7883,5.0822
1,3.0000,3.1953,3.6402,3.8056,4.0259,4.4394,4.4540,4.8546
1,3.0000,3.2921,3.8369,4.3619,4.6665,4.8829,5.3026,5.6849
1,3.0000,3.1850,3.4066,3.7501,4.0586,4.2015,4.6829,4.9423
1,3.0000,3.3693,3.7812,3.8472,4.0045,4.1591,4.4782,4.4782
1,3.0000,3.1215,3.1215,3.4872,3.6198,4.0082,4.4382,4.8052
1,3.0000,3.2839,3.4949,3.5194,4.0151,4.4292,4.7139,5.1888
1,3.0000,3.3040,3.7364,4.2579,4.4991,4.7227,4.9467,5.4399
1,3.0000,3.0000,3.4409,3.7025,3.7487,4.2242,4.3822,4.8581
1,3.0000,3.3639,3.5261,3.8536,4.1892,4.5858,4.7623,4.9212
1,3.0000,3.2325,3.5722,3.8713,4.2034,4.7457,5.2423,5.6207
1,3.0000,3.3383,3.7404,3.9512,4.5027,4.7674,5.3231,5.6342
1,3.0000,3.4371,3.8763,4.1615,4.4067,4.5657,4.7314,5.1060
1,3.0000,3.0000,3.3455,3.7494,4.2723,4.3708,4.6005,4.8410
1,3.0000,3.4973,3.7080,3.8457,4.2114,4.6444,4.9747,5.3840
1,3.0000,3.1818,3.4344,3.5293,3.6345,3.9563,4.1075,4.3491
1,3.0000,3.2279,3.5678,3.7537,4.1331,4.4206,4.8519,5.3198
1,3.0000,3.3551,3.8105,3.8270,4.2690,4.3233,4.4876,4.6373
1,3.0000,3.3265,3.5227,3.8750,4.0072,4.4367,4.7387,4.8388
1,3.0000,3.0021,3.3228,3.5807,3.7813,4.2100,4.5764,4.7095
1,3.0000,3.3442,4.0151,4.5343,4.8668,5.0325,5.1400,5.4625
1,3.0000,3.3156,3.8428,3.8964,4.2343,4.6678,4.9242,5.0553
1,3.0000,3.1513,3.4838,3.6317,4.0607,4.1650,4.3140,4.4340
